,drug,count
1168,nanoparticle albumin-bound paclitaxel,9
1169,iobenguane i 131,9
1170,cemiplimab,9
1171,ritonavir,9
1172,complementary and alternative therapy,9
1173,imiquimod cream,9
1174,sta-9090,9
1175,stereotactic ablative radiotherapy (sabr),9
1176,lenograstim,9
1177,vp16,9
1178,ono-4538,9
1179,pf-05212384,9
1180,pf-06939999,9
1181,gti-2040,9
1182,placebo cream,9
1183,ner1006,9
1184,resection,9
1185,rimiducid,9
1186,total mesorectal excision,9
1187,bardoxolone methyl,9
1188,ct-011,9
1189,abatacept,9
1190,temozolomide (tmz),9
1191,cpg 7909,9
1192,therasphere,9
1193,norepinephrine,9
1194,androxal,9
1195,pamidronate,9
1196,liposomal bupivacaine,9
1197,glufosfamide,9
1198,hifu,9
1199,soy isoflavones,9
1200,131i-mibg,9
1201,vitamin c,9
1202,nktr-214,9
1203,colposcopic biopsy,9
1204,autologous immunoglobulin idiotype-klh conjugate vaccine,9
1205,contrast-enhanced ultrasound,9
1206,antibody therapy,9
1207,ly2157299,9
1208,wild-type reovirus,9
1209,indocyanine green solution,9
1210,crs-207,9
1211,iodine i 125,9
1212,polatuzumab vedotin,9
1213,kw-0761,9
1214,"sagopilone (bay86-5302, zk 219477)",9
1215,abbv-181,9
1216,preventative dietary intervention,9
1217,fludarabine monophosphate,9
1218,budesonide,9
1219,sutent,9
1220,iressa,9
1221,carvedilol,9
1222,monoclonal antibody 3f8,9
1223,interferon alfa-2a,9
1224,lymphoscintigraphy,9
1225,mastectomy,9
1226,radiochemotherapy,9
1227,sabr,9
1228,bi 2536,9
1229,immunotherapy,9
1230,antineoplaston a10,9
1231,dynamic susceptibility contrast-enhanced magnetic resonance imaging,9
1232,dexamethasone acetate,9
1233,rivaroxaban,9
1234,neulasta,9
1235,"aflibercept (ziv-aflibercept, ave0005, vegf trap, zaltrap®)",9
1236,busulfan (bu),9
1237,hysterectomy,9
1238,functional magnetic resonance imaging,9
1239,desflurane,9
1240,sitagliptin,8
1241,hepatic arterial infusion chemotherapy,8
1242,laparoscopy,8
1243,il13-pe38qqr,8
1244,crlx101,8
1245,imprime pgg,8
1246,levofloxacin,8
1247,hsppc-96,8
1248,mcs110,8
1249,dtic,8
1250,azd1152,8
1251,leuprorelin,8
1252,granisetron,8
1253,v503,8
1254,navelbine,8
1255,casodex,8
1256,mindfulness-based stress reduction,8
1257,spectroscopy,8
1258,polyphenon e,8
1259,folfox6,8
1260,oprozomib,8
1261,carbon ion radiotherapy,8
1262,hepatic artery embolization,8
1263,betalutin,8
1264,poziotinib,8
1265,urelumab,8
1266,interferon,8
1267,fluorine f 18 sodium fluoride,8
1268,antineoplaston as2-1,8
1269,ag-221,8
1270,medi-522,8
1271,depsipeptide,8
1272,proellex,8
1273,pi-88,8
1274,vincristine sulfate liposome,8
1275,mocetinostat,8
1276,molecular genetic technique,8
1277,asa404,8
1278,fluorescent antibody technique,8
1279,mechlorethamine hydrochloride,8
1280,gvhd prophylaxis,8
1281,transvaginal ultrasound,8
1282,oophorectomy,8
1283,quality of life questionnaire,8
1284,pemetrexed/cisplatin,8
1285,intervention group,8
1286,sham,8
1287,sotatercept,8
1288,r-(-)-gossypol acetic acid,8
1289,anti-pd-1 antibody,8
1290,nicotine,8
1291,transoral robotic surgery,8
1292,caffeine,8
1293,probiotic,8
1294,cidofovir,8
1295,liposomal irinotecan,8
1296,echopulse,8
1297,tok-001,8
1298,tecemotide (l-blp25),8
1299,chemoembolization,8
1300,cart-19,8
1301,octreotide lar,8
1302,forodesine hydrochloride,8
1303,immunological diagnostic method,8
1304,immunohistochemistry,8
1305,azd0530,8
1306,graspa,8
1307,radium-223,8
1308,punch biopsy,8
1309,tdt-mediated dutp nick end labeling assay,8
1310,"3,4-diaminopyridine",8
1311,bcg,8
1312,fasting,8
1313,radiography,8
1314,birinapant,8
1315,ag-120,8
1316,complementary or alternative medicine procedure,8
1317,taxane,8
1318,vosaroxin,8
1319,recombinant ephb4-hsa fusion protein,8
1320,acceptance and commitment therapy,8
1321,nk cell infusion,8
1322,urine sample,8
1323,g-202,8
1324,galunisertib,8
1325,ag-013736 (axitinib),8
1326,stereotactic body radiation,8
1327,autologous dendritic cells,8
1328,enmd-2076,8
1329,pyrazoloacridine,8
1330,sch 727965,8
1331,music therapy,8
1332,therapeutic dietary intervention,8
1333,fentanyl citrate,8
1334,fdg,8
1335,rad001 (everolimus),8
1336,eus-fna,8
1337,surgeries,8
1338,apx005m,8
1339,standard,8
1340,humanized anti-pd-1 monoclonal antibody,8
1341,ddp,8
1342,peginterferon alfa-2b,8
1343,allogeneic stem cell transplant,8
1344,copanlisib (bay80-6946),8
1345,exercise program,8
1346,atg fresenius,8
1347,radium-223 dichloride,8
1348,18f-fdg,8
1349,imc-ron8,8
1350,losartan,8
1351,assessments,8
1352,conventional,8
1353,comparator: placebo,8
1354,electroacupuncture,8
1355,abvd,8
1356,palliative radiotherapy,8
1357,whole-brain radiotherapy,8
1358,5 fu,8
1359,radical hysterectomy,8
1360,levetiracetam,8
1361,anakinra,8
1362,platinum,8
1363,valspodar,8
1364,lcl161,8
1365,g-csf plus plerixafor,8
1366,hypofractionation,8
1367,testosterone,8
1368,gamma knife radiosurgery,8
1369,"gemcitabine, cisplatin",8
1370,stent,8
1371,cvx-241,8
1372,atr kinase inhibitor m6620,8
1373,bgb-a317,8
1374,nutrition counseling,8
1375,zd4054,8
1376,leuprorelin acetate,8
1377,ts-1,8
1378,gemox,8
1379,adjuvant radiotherapy,8
1380,ibritumomab tiuxetan,8
1381,recombinant fowlpox-cea(6d)/tricom vaccine,8
1382,gemcitabine + cisplatin,8
1383,proton radiation therapy,8
1384,compliance monitoring,8
1385,fruquintinib,8
1386,parenteral nutrition,8
1387,enhanced usual care,8
1388,soy protein isolate,8
1389,follow-up,8
1390,stellate ganglion block,8
1391,18f-fluoromisonidazole,8
1392,releasing hormone agonist therapy,8
1393,gdc-0980,8
1394,psychosocial support for caregiver,8
1395,all-trans retinoic acid,8
1396,intensity-modulated radiation therapy (imrt),8
1397,concurrent chemotherapy,8
1398,trebananib,8
1399,pyridoxine,8
1400,folfox protocol,8
1401,radiotherapy (rt),8
1402,peripheral blood,8
1403,sugar pill,8
1404,ly2523355,8
1405,azd8931,8
1406,diclofenac,8
1407,"quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine",8
1408,riluzole,8
1409,general anesthesia,8
1410,risedronate,8
1411,alternative product therapy,7
1412,iodine-131 anti-b1 antibody,7
1413,recombinant interleukin-21,7
1414,confocal laser endomicroscopy,7
1415,flow cytometry (fcm),7
1416,dolastatin 10,7
1417,robotic surgery,7
1418,melphalan hydrochloride,7
1419,gc1008 human anti transforming growth factor _beta (tgf?) monoclonal antibody,7
1420,reolysin,7
1421,gtx-758,7
1422,rc48-adc,7
1423,academic detailing,7
1424,differentiation therapy,7
1425,abvd regimen,7
1426,non interventional study,7
1427,177lu-j591,7
1428,sunitinib + folfox,7
1429,gdc-0941,7
1430,gemcitabine plus cisplatin,7
1431,ac220,7
1432,arm a,7
1433,pep005 topical gel,7
1434,ogx-427,7
1435,rt,7
1436,egf816,7
1437,bi 754091,7
1438,egfr-tki,7
1439,pf-02341066,7
1440,iodine i 131 monoclonal antibody bc8,7
1441,platelet transfusion,7
1442,massage,7
1443,total-body irradiation (tbi),7
1444,hormone therapy,7
1445,tew-7197,7
1446,nephrectomy,7
1447,laparoscopic resection,7
1448,n-acetylcysteine,7
1449,positron emission tomography (pet),7
1450,molecular diagnostic method,7
1451,dpx-survivac,7
1452,aeg35156,7
1453,erwinase,7
1454,reolysin®,7
1455,estradiol,7
1456,yoga therapy,7
1457,amg 655,7
1458,opioid,7
1459,taselisib,7
1460,epothilone b,7
1461,sildenafil citrate,7
1462,e7080,7
1463,digital breast tomosynthesis,7
1464,partial breast irradiation,7
1465,irradiation,7
1466,short course treatment,7
1467,ficlatuzumab,7
1468,bgb-290,7
1469,biopsies,7
1470,pqr309,7
1471,cyproterone acetate,7
1472,granisetron hydrochloride,7
1473,epoch,7
1474,cognitive behavior therapy,7
1475,oncolytic measles virus encoding thyroidal sodium iodide symporter,7
1476,peripheral blood stem cell transplant,7
1477,abi-009,7
1478,fluorine f 18 fluorothymidine,7
1479,multi-epitope melanoma peptide vaccine,7
1480,muromonab-cd3,7
1481,e7070,7
1482,iniparib,7
1483,apr-246,7
1484,quality of life,7
1485,proflavine,7
1486,emactuzumab,7
1487,indoximod,7
1488,rhsa/gcsf,7
1489,laparoscopic ovarian drilling,7
1490,huaier granule,7
1491,buserelin,7
1492,carboxyamidotriazole,7
1493,oraxol,7
1494,amg 386 placebo,7
1495,syngeneic bone marrow transplantation,7
1496,mapatumumab,7
1497,preoperative radiotherapy,7
1498,albumin-bound paclitaxel,7
1499,18f-fdg pet/ct,7
1500,placebo pill,7
1501,control arm,7
1502,indium in 111 ibritumomab tiuxetan,7
1503,no treatment,7
1504,matching placebo,7
1505,cb-839,7
1506,entrectinib,7
1507,aromatase inhibition therapy,7
1508,varlitinib,7
1509,microsatellite instability analysis,7
1510,venlafaxine,7
1511,palbociclib 125mg,7
1512,umbralisib,7
1513,concurrent chemoradiation,7
1514,multiparametric magnetic resonance imaging,7
1515,momelotinib,7
1516,incb024360,7
1517,ponatinib hydrochloride,7
1518,regorafenib (bay73-4506),7
1519,strength training,7
1520,capmatinib,7
1521,next generation sequencing,7
1522,rt-pcr,7
1523,loperamide,7
1524,mylotarg,7
1525,perfusion magnetic resonance imaging,7
1526,sample collection,7
1527,neoadjuvant chemoradiotherapy,7
1528,rociletinib,7
1529,monoclonal antibody therapy,7
1530,computed tomography (ct),7
1531,custirsen sodium,7
1532,gemcitabine/cisplatin,7
1533,cnto 328; anti-interleukin-6 monoclonal antibody,7
1534,icg,7
1535,cefazolin,7
1536,neupogen,7
1537,gene mapping,7
1538,pd-0325901,7
1539,fecal occult blood test,7
1540,solumedrol,7
1541,spironolactone,7
1542,cabazitaxel xrp6258,7
1543,biologically based therapies,7
1544,vats,7
1545,txa127,7
1546,axicabtagene ciloleucel,7
1547,estradiol/norethindrone acetate,7
1548,health telemonitoring,7
1549,perillyl alcohol,7
1550,physiotherapy,7
1551,sir-spheres,7
1552,sorafenib (nexavar),7
1553,bupropion hydrochloride,7
1554,bone marrow biopsy,7
1555,adv-tk,7
1556,granulocyte colony-stimulating factor,7
1557,image guided radiation therapy,7
1558,sildenafil,7
1559,basiliximab,7
1560,pulsed dye laser,7
1561,ranitidine,7
1562,motivational interviewing,7
1563,aminolevulinic acid hydrochloride,7
1564,asct,7
1565,picoplatin,7
1566,lumpectomy,7
1567,ct,7
1568,levobupivacaine,7
1569,temoporfin,7
1570,dynamic contrast-enhanced ultrasound imaging,7
1571,autologous transplant,7
1572,telephone counseling,7
1573,lobectomy,7
1574,canakinumab,7
1575,hdr brachytherapy,7
1576,caspofungin acetate,7
1577,leflunomide,7
1578,vigil,7
1579,dfmo,7
1580,vancomycin,7
1581,ras peptide cancer vaccine,7
1582,merestinib,7
1583,polifeprosan 20 with carmustine implant,7
1584,anamorelin hcl,7
1585,chimeric antigen receptor t-cell therapy,7
1586,sugammadex,7
1587,hydrocortisone sodium succinate,7
1588,moxifloxacin,7
1589,xl147 (sar245408),7
1590,rosiglitazone,7
1591,pembrolizumab (mk-3475),7
1592,dexa scan,7
1593,amsacrine,7
1594,fluorescence imaging,7
1595,linifanib,7
1596,laparotomy,7
1597,genetic counseling,7
1598,docetaxel (xrp6976),7
1599,bi 6727,7
1600,encorafenib,7
1601,diffusion weighted imaging,7
1602,autologous-autologous tandem hematopoietic stem cell transplantation,7
1603,ds-8201a,7
1604,ny-eso-1 peptide vaccine,7
1605,tucatinib,7
1606,breast mri,7
1607,educational materials,7
1608,pet-ct scan,7
1609,growth factor antagonist therapy,7
1610,postoperative chemotherapy,7
1611,concurrent chemoradiotherapy,7
1612,pharmacokinetic sampling,6
1613,azd4877,6
1614,cyberknife radiosurgery,6
1615,pharmacokinetic sampling - az5140 and az7550,6
1616,surgical excision,6
1617,qigong,6
1618,radium-223 dichloride (bay88-8223),6
1619,fosaprepitant,6
1620,sar302503,6
1621,scio-469,6
1622,hypnosis,6
1623,fine needle aspiration,6
1624,gimatecan,6
1625,hyperthermic intraperitoneal chemotherapy (hipec),6
1626,ccrt,6
1627,interleukin-2 (il-2),6
1628,hu5f9-g4,6
1629,helicobacter pylori vaccine,6
1630,low level laser therapy,6
1631,2940-nm er:yag afl pretreatment,6
1632,home-based exercise,6
1633,isatuximab,6
1634,calcium gluconate,6
1635,other,6
1636,relugolix,6
1637,3 tesla magnetic resonance imaging,6
1638,paracetamol,6
1639,life information rehabilitation therapy,6
1640,arn-509,6
1641,pirfenidone,6
1642,til infusion,6
1643,apaziquone,6
1644,carboplatin and paclitaxel,6
1645,tetanus toxoid helper peptide,6
1646,gtx-024,6
1647,cp-4055,6
1648,rhgm-csf,6
1649,auranofin,6
1650,echocardiogram,6
1651,indium in 111 monoclonal antibody mn-14,6
1652,autologous dendritic cell vaccine,6
1653,platinum-based chemotherapy,6
1654,comparator: placebo (unspecified),6
1655,sputum cytology,6
1656,bsc,6
1657,larotrectinib,6
1658,immunotoxin therapy,6
1659,chart review,6
1660,methylene blue,6
1661,mitomycin-c,6
1662,natural killer cell therapy,6
1663,mitotane,6
1664,pet/mr,6
1665,clomiphene,6
1666,metformin xr,6
1667,avapritinib,6
1668,image-guided adaptive radiation therapy,6
1669,bms-754807,6
1670,immunoscintigraphy,6
1671,erythromycin,6
1672,genetic analysis,6
1673,18f-dcfpyl injection,6
1674,walk with ease,6
1675,sgn-40,6
1676,ptk787/zk 222584,6
1677,aromatherapy and essential oils,6
1678,etoposide (vp-16),6
1679,interferon alpha-2b,6
1680,oral vinorelbine,6
1681,pentamidine,6
1682,sp-02l (darinaparsin for injection),6
1683,pembrolizumab injection,6
1684,polyacrylamide gel electrophoresis,6
1685,bi 836845,6
1686,v501,6
1687,sd-101,6
1688,sargramostim (gm-csf),6
1689,bevacizumab-irdye800cw,6
1690,cdp6038,6
1691,grape seed extract,6
1692,high-activity natural killer,6
1693,f-627,6
1694,gefitinib (iressa),6
1695,apolizumab,6
1696,mistletoe extract,6
1697,adt,6
1698,cyclosporine a,6
1699,lupron,6
1700,xiapex,6
1701,gemcitabine and oxaliplatin,6
1702,tlk286,6
1703,f-18 16 alpha-fluoroestradiol,6
1704,khk7580,6
1705,liquid biopsy,6
1706,green tea,6
1707,verteporfin,6
1708,liposomal vincristine sulfate,6
1709,blood drawing,6
1710,0.9% saline,6
1711,vgx-3100,6
1712,mr imaging,6
1713,e7050,6
1714,pemigatinib,6
1715,moxetumomab pasudotox,6
1716,6-thioguanine,6
1717,ly2603618,6
1718,graft versus host disease prophylaxis/therapy,6
1719,pharmacokinetic sampling - azd9291,6
1720,breast duct lavage,6
1721,therapeutic surgical procedure,6
1722,database,6
1723,thyroidectomy,6
1724,vehicle cream,6
1725,dec-205/ny-eso-1 fusion protein cdx-1401,6
1726,hdm201,6
1727,talc,6
1728,gedatolisib,6
1729,aromasin,6
1730,matched placebo,6
1731,defactinib,6
1732,gdc-0449,6
1733,pracinostat,6
1734,ro5045337,6
1735,daclizumab,6
1736,tcm,6
1737,mogamulizumab,6
1738,yttrium y 90 monoclonal antibody mn-14,6
1739,adxs11-001,6
1740,epidural,6
1741,liposomal amphotericin b,6
1742,focus group sessions,6
1743,cabiralizumab,6
1744,escitalopram,6
1745,pravastatin,6
1746,som230,6
1747,ebus-tbna,6
1748,isis eif4e rx,6
1749,symptom questionnaire,6
1750,imetelstat,6
1751,functional mri,6
1752,dna stability analysis,6
1753,teniposide,6
1754,abt-348,6
1755,metoclopramide,6
1756,bms-833923,6
1757,selenomethionine,6
1758,alt-801,6
1759,blood and tumor samples,6
1760,3'-deoxy-3'-[18f]fluorothymidine,6
1761,diagnostic test,6
1762,bms-690514,6
1763,tissue collection,6
1764,dw-mri,6
1765,bi 836826,6
1766,symptom questionnaires,6
1767,radioisotope therapy,6
1768,comprehensive geriatric assessment,6
1769,pembrolizumab 200 mg,6
1770,revlimid (lenalidomide),6
1771,ang1005,6
1772,panobinostat (lbh589),6
1773,cardiopulmonary exercise testing,6
1774,extracorporeal photopheresis,6
1775,standard radiation therapy,6
1776,eltrombopag olamine,6
1777,tumor biopsies,6
1778,tomosynthesis,6
1779,alendronate,6
1780,annual screening,6
1781,specimen collection,6
1782,tak-385,6
1783,cs-7017,6
1784,mirtazapine,6
1785,heparin,6
1786,otl38,6
1787,carevive cps,6
1788,non interventional,6
1789,finasteride,6
1790,bms-214662,6
1791,tinzaparin,6
1792,electroporation,6
1793,genetic linkage analysis,6
1794,peripheral blood lymphocyte therapy,6
1795,trastuzumab emtansine [kadcyla],6
1796,blood tests,6
1797,onalespib,6
1798,polyethylene glycol,6
1799,lobaplatin,6
1800,lv5fu2,6
1801,autologous peripheral blood stem cell transplantation,6
1802,sitravatinib,6
1803,dhap,6
1804,lymphokine-activated killer cells,6
1805,nitroglycerin,6
1806,fosaprepitant dimeglumine,6
1807,arq 501,6
1808,pirarubicin,6
1809,mammogram,6
1810,computed tomography perfusion imaging,6
1811,resveratrol,6
1812,radium ra 223 dichloride,6
1813,bronchoscopic and lung imaging studies,6
1814,physician's choice,6
1815,ceevra reveal,6
1816,walking,6
1817,imexon,6
1818,medroxyprogesterone,6
1819,nutritional intervention,6
1820,pd 0332991,6
1821,mdv3100,6
1822,indibulin,6
1823,nutritional support,6
1824,"filgrastim, granulocyte-colony stimulating factor (g-csf); subcutaneous",6
1825,biomarkers,6
1826,surface-enhanced laser desorption/ionization-time of flight mass spectrometry,6
1827,pelvic radiation,6
1828,omega-3 fatty acids,6
1829,beta-glucan,6
1830,4-dimensional computed tomography,6
1831,pd-1 knockout t cells,6
1832,facbc,6
1833,metabolic assessment,6
1834,erbitux,6
1835,mln4924,6
1836,atorvastatin calcium,6
1837,methylphenidate hydrochloride,6
1838,ramucirumab (imc-1121b),6
1839,sox,6
1840,flaxseed,6
1841,pimonidazole,6
1842,bone scan,6
1843,fotemustine,6
1844,ascorbate,6
1845,narrow band imaging,6
1846,tegafur,6
1847,durvalumab (medi4736),6
1848,exablate 2000,6
1849,fish oil,6
1850,anetumab ravtansine,6
1851,propranolol hydrochloride,6
1852,pancreatectomy,6
1853,pegylated interferon alfa,6
1854,water exchange,6
1855,ly573636-sodium,6
1856,surgery alone,6
1857,dendritic cells,6
1858,art therapy,6
1859,erector spinae plane block,6
1860,dual x-ray absorptometry,6
1861,biliary stent,6
1862,cancer ablation,6
1863,placebo tablets,6
1864,veltuzumab,6
1865,air insufflation,6
1866,sodium bicarbonate,6
1867,aldoxorubicin hcl,6
1868,demcizumab,6
1869,anti-cytokine therapy,6
1870,light-scattering spectroscopy,6
1871,recombinant flt3 ligand,6
1872,hank for infusion,6
1873,ado-trastuzumab emtansine,6
